Churn_Probability,Churn_Risk,Contract,tenure,TenureCategory_Medium-term,TenureCategory_Long-term,MonthlyCharges,TotalCharges,AvgMonthlySpend,LogTotalCharges,Monthly_Tenure,Support_TotalCharges,SupportServices,AutoPayment,PaperlessBilling,InternetService,TechSupport,StreamingTV,StreamingMovies,SeniorCitizen,Partner,Dependents,gender_Male
0.3006018,Low,1,54,0,1,114.65,6049.5,2.0845454545454545,8.707896192238108,6191.1,6049.5,1,0,1,2,1,1,1,0,1,0,0
0.0631328,Low,1,33,0,1,59.4,1952.8,1.7470588235294118,7.577531473218842,1960.2,1952.8,1,0,0,1,1,0,0,0,0,0,0
0.78742194,High,0,12,0,0,84.05,966.55,6.4653846153846155,6.874767103155157,1008.5999999999999,0,0,0,1,2,0,1,0,0,0,1,0
0.07286401,Low,1,71,0,1,85.45,6300.85,1.1868055555555557,8.74859852,6066.95,6300.85,1,0,0,1,1,1,1,0,1,1,1
0.60487765,Medium,0,3,0,0,29.75,96.85,7.4375,4.583435693842085,89.25,96.85,1,0,1,1,1,0,0,0,0,0,1
0.7547839,High,0,7,0,0,75.15,525,9.39375,6.265301213,526.0500000000001,0,0,0,1,2,0,0,0,0,0,0,0
0.009643211,Low,2,38,0,1,20.05,741.5,0.5141025641025642,6.610022870676855,761.9,0,0,0,0,0,0,0,0,0,0,0,0
0.06309823,Low,1,19,1,0,19.9,357.7,0.9949999999999999,5.882486384538237,378.09999999999997,0,0,0,0,0,0,0,0,0,1,1,1
0.0254578,Low,2,70,0,1,84.8,5917.55,1.1943661971830986,8.685846765444772,5936,5917.55,1,1,1,1,1,1,1,0,1,0,0
0.5353138,Medium,0,54,0,1,30.4,1621.35,0.5527272727272727,7.391630994381529,1641.6,0,0,0,0,1,0,0,0,0,1,0,1
0.04204624,Low,1,56,0,1,65.2,3512.15,1.143859649122807,8.16426835,3651.2000000000003,3512.15,1,1,0,1,0,1,0,0,1,1,0
0.015361496,Low,2,65,0,1,59.6,3739.8,0.9030303030303031,8.227054771,3874,3739.8,1,0,1,1,1,0,0,0,0,0,0
0.5067537,Medium,1,35,0,1,85.15,3030.6,2.365277777777778,8.016845811937873,2980.25,0,0,0,1,2,0,1,0,0,0,1,1
0.2900561,Low,0,63,0,1,81.55,5029.05,1.27421875,8.523185203402234,5137.65,0,0,1,1,2,0,0,0,0,1,0,0
0.018032288,Low,1,37,0,1,19.6,727.8,0.5157894736842106,6.5913993459457485,725.2,0,0,0,0,0,0,0,0,1,1,0,0
0.9143508,High,0,4,0,0,90.05,368.1,18.009999999999998,5.911067610035953,360.2,0,0,0,1,2,0,0,1,0,0,0,1
0.9797895,High,0,10,0,0,98.7,973.25,8.972727272727273,6.881667944218819,987,973.25,1,0,1,2,0,1,1,0,0,0,0
0.86668295,High,0,1,0,0,70.15,70.15,35.075,4.264790324535862,70.15,0,0,0,1,2,0,0,0,1,0,0,0
0.006306076,Low,2,70,0,1,19.8,1378.75,0.27887323943661974,7.229657602319611,1386,0,0,1,0,0,0,0,0,0,1,1,0
0.7672441,High,0,22,1,0,90,1993.8,3.9130434782608696,7.598299073671967,1980,1993.8,1,0,1,2,1,1,0,0,0,0,0
0.3799339,Medium,0,7,0,0,78.5,571.05,9.8125,6.349226400146953,549.5,571.05,1,0,1,1,1,1,1,0,0,0,0
0.31898478,Low,0,31,0,1,59.05,1882.8,1.8453125,7.5410462923887165,1830.55,0,0,1,1,1,0,1,0,0,1,0,1
0.032256395,Low,2,69,0,1,54.95,3772.5,0.785,8.235758231724922,3791.55,0,0,1,1,1,0,1,1,0,1,1,0
0.7914035,High,0,30,0,1,104.1,3121.1,3.358064516129032,8.046261131311923,3123,0,0,0,1,2,0,1,1,1,0,0,0
0.773204,High,0,53,0,1,54.45,2854.55,1.0083333333333333,7.957019748019907,2885.8500000000004,0,0,0,1,1,0,1,1,1,0,0,1
0.9307545,High,0,1,0,0,71.55,71.55,35.775,4.2842759793301965,71.55,0,0,0,1,2,0,0,0,0,0,0,1
0.005602713,Low,2,71,0,1,90.1,6310.9,1.2513888888888889,8.750192019561174,6397.099999999999,6310.9,1,0,0,1,1,1,1,0,1,0,0
0.58709025,Medium,0,37,0,1,36.65,1315,0.9644736842105263,7.182352111885263,1356.05,0,0,0,0,1,0,0,0,1,0,0,1
0.36207938,Medium,1,69,0,1,110.55,7610.1,1.5792857142857142,8.937362987059018,7627.95,7610.1,1,0,1,2,1,1,1,1,1,0,1
0.209463,Low,0,16,1,0,80.75,1321.3,4.75,7.187127923562777,1292,1321.3,1,1,0,2,0,0,0,0,1,0,1
0.74033874,High,0,1,0,0,19.95,19.95,9.975,3.0421386463681466,19.95,0,0,0,0,0,0,0,0,0,0,0,1
0.006950585,Low,2,69,0,1,61.4,4059.85,0.8771428571428571,8.309147590289026,4236.599999999999,4059.85,1,1,0,1,1,0,0,0,1,1,0
0.71092665,High,0,21,1,0,111.2,2317.1,5.054545454545455,7.748503163607648,2335.2000000000003,2317.1,1,0,1,2,1,1,1,0,1,0,1
0.56136537,Medium,0,61,0,1,106.45,6300.15,1.7169354838709678,8.748487435403822,6493.45,6300.15,1,0,1,2,0,1,1,0,0,0,1
0.8320748,High,0,38,0,1,105,4026.4,2.6923076923076925,8.300876285444305,3990,4026.4,1,0,1,2,1,1,1,0,1,0,0
0.15406047,Low,0,1,0,0,19.1,19.1,9.55,3.0007198150650303,19.1,0,0,0,0,0,0,0,0,0,0,0,1
0.29850596,Low,0,23,1,0,73.65,1642.75,3.06875,7.404735495926075,1693.95,1642.75,1,1,1,1,1,1,1,0,1,0,0
0.818949,High,0,4,0,0,50.4,206.6,10.08,5.335613151291733,201.6,0,0,0,0,1,0,0,0,0,0,0,1
0.63665825,Medium,0,6,0,0,54.85,355.1,7.835714285714286,5.875211590283732,329.1,0,0,0,0,1,0,1,0,0,1,1,0
0.32204196,Low,0,19,1,0,75.9,1375.6,3.7950000000000004,7.227371969964263,1442.1000000000001,1375.6,1,0,1,1,1,1,0,0,0,1,0
0.039040126,Low,2,64,0,1,69.25,4447.75,1.0653846153846154,8.400378436824402,4432,4447.75,1,0,0,1,1,1,0,0,1,1,1
0.015915344,Low,1,62,0,1,23.75,1446.8,0.376984127,7.277800441859041,1472.5,0,0,1,1,0,0,0,0,0,1,0,1
0.88147724,High,0,1,0,0,81.7,81.7,40.85,4.415219602029645,81.7,81.7,1,0,1,2,0,0,0,0,0,0,1
0.8075929,High,0,1,0,0,30.5,30.5,15.25,3.449987545831587,30.5,30.5,1,1,0,1,0,0,0,0,1,1,0
0.46484843,Medium,0,8,0,0,29.35,216.45,3.261111111111111,5.381968939043647,234.8,216.45,1,0,0,1,0,0,0,0,0,0,1
0.009414652,Low,2,72,0,1,113.65,8124.2,1.5568493150684932,9.002725622,8182.8,8124.2,1,1,1,2,1,1,1,0,1,0,0
0.20673624,Low,0,11,0,0,60.9,688.5,5.075,6.5359666972333565,669.9,688.5,1,0,1,1,1,0,0,0,0,0,1
0.018498657,Low,2,25,0,1,20.1,486.05,0.7730769230769231,6.188366787216965,502.50000000000006,0,0,0,0,0,0,0,0,0,1,1,0
0.74402696,High,0,26,0,1,105.75,2710.25,3.9166666666666665,7.9051650621410845,2749.5,0,0,0,0,2,0,1,1,1,1,1,1
0.20488395,Low,0,17,1,0,74.55,1215.8,4.141666666666667,7.103979740945083,1267.35,1215.8,1,0,0,1,0,1,1,0,1,1,0
0.65827507,Medium,0,11,0,0,44.65,472.25,3.720833333333333,6.159623790089432,491.15,0,0,0,1,1,0,0,0,0,0,0,0
0.00798487,Low,2,68,0,1,20.5,1424.9,0.2971014492753623,7.262558472288074,1394,0,0,1,0,0,0,0,0,0,0,0,0
0.2834771,Low,0,59,0,1,111.35,6519.75,1.8558333333333332,8.782744678980025,6569.65,6519.75,1,0,1,2,1,1,1,0,0,0,1
0.14832614,Low,1,9,0,0,50.8,463.6,5.08,6.141176820336309,457.2,463.6,1,0,0,1,1,0,1,0,0,0,1
0.8218164,High,0,2,0,0,72.6,154.3,24.2,5.045358730154642,145.2,0,0,0,1,2,0,0,0,1,0,0,1
0.7518521,High,0,47,0,1,85.3,4045.65,1.7770833333333333,8.305644657320753,4009.1,0,0,0,1,2,0,0,1,0,1,0,0
0.15182118,Low,0,33,0,1,54.6,1803.7,1.6058823529411765,7.498149651967252,1801.8,1803.7,1,0,1,1,1,1,1,1,0,0,1
0.008025527,Low,2,46,0,1,19.95,862.4,0.42446808510638295,6.760878083121377,917.6999999999999,0,0,1,0,0,0,0,0,0,1,1,1
0.036339886,Low,2,65,0,1,110.8,7245.9,1.6787878787878787,8.888329070200776,7202,7245.9,1,1,1,2,1,1,1,0,1,1,0
0.21739818,Low,0,48,0,1,29.5,1423.05,0.6020408163265306,7.2612602037150475,1416,1423.05,1,1,1,1,1,0,0,0,1,1,0
0.78371286,High,0,2,0,0,46,84.5,15.333333333333334,4.448516375942715,92,0,0,1,1,1,0,0,0,0,0,0,1
0.9387067,High,0,1,0,0,74.6,74.6,37.3,4.3254562831854875,74.6,0,0,0,1,2,0,0,0,0,0,0,0
0.81988466,High,0,1,0,0,49.85,49.85,24.925,3.928880122494569,49.85,0,0,0,1,1,0,0,0,0,0,1,1
0.68726385,High,0,26,0,1,80.7,2193,2.988888888888889,7.693481640835175,2098.2000000000003,0,0,0,1,2,0,0,0,0,0,0,0
0.18859835,Low,0,16,1,0,20.4,321.4,1.2,5.775793010632473,326.4,0,0,0,0,0,0,0,0,0,1,1,0
0.23798518,Low,2,49,0,1,106.65,5174.35,2.133,8.551662248696813,5225.85,5174.35,1,1,0,2,1,0,1,0,1,0,0
0.035714105,Low,1,32,0,1,20.35,707.5,0.6166666666666667,6.563150059130735,651.2,0,0,1,0,0,0,0,0,0,0,0,1
0.017359778,Low,1,29,0,1,19.8,572.2,0.66,6.351234695954017,574.2,0,0,0,1,0,0,0,0,0,0,0,1
0.76357067,High,0,2,0,0,24.3,38.45,8.1,3.6750340472918834,48.6,0,0,0,0,1,0,0,0,0,0,0,1
0.45850813,Medium,0,70,0,1,90.85,6470.1,1.2795774647887324,8.775101388499907,6359.5,6470.1,1,0,1,2,0,0,1,1,1,0,0
0.25610164,Low,1,51,0,1,93.65,4839.15,1.8009615384615385,8.484700990965981,4776.150000000001,4839.15,1,1,1,2,0,0,1,1,1,0,1
0.15167856,Low,1,55,0,1,60,3316.1,1.0714285714285714,8.106846186216465,3300,3316.1,1,1,0,1,0,0,0,1,1,0,1
0.91984165,High,0,5,0,0,89.8,502.6,14.966666666666667,6.221782302170192,449,0,0,0,1,2,0,0,1,1,0,0,1
0.004853072,Low,2,69,0,1,24.95,1718.35,0.35642857142857143,7.449701591405918,1721.55,0,0,1,1,0,0,0,0,0,1,0,0
0.260665,Low,0,14,1,0,50.2,668.85,3.3466666666666667,6.507053806722995,702.8000000000001,0,0,1,0,1,0,0,0,0,1,0,1
0.06906435,Low,1,72,0,1,101.35,7323.15,1.3883561643835616,8.898932386196364,7297.2,0,0,0,1,2,0,1,1,0,1,0,0
0.009893018,Low,2,71,0,1,61.4,4310.35,0.8527777777777777,8.369006359,4359.4,4310.35,1,1,1,1,1,1,1,0,1,0,0
0.04318555,Low,0,41,0,1,20.45,775.6,0.4869047619047619,6.654925417297567,838.4499999999999,0,0,0,0,0,0,0,0,0,0,0,0
0.15615872,Low,0,26,0,1,45.8,1147,1.6962962962962962,7.045776576879511,1190.8,1147,1,0,0,1,1,0,1,0,0,1,0
0.85914284,High,0,29,0,1,78.9,2384.15,2.6300000000000003,7.777017294426516,2288.1000000000004,0,0,0,1,2,0,1,0,0,0,0,0
0.06834145,Low,1,55,0,1,76.25,4154.55,1.3616071428571428,8.332200069167115,4193.75,4154.55,1,0,0,1,1,1,0,1,1,1,0
0.14578274,Low,0,39,0,1,51.05,2066,1.2762499999999999,7.633853559681768,1990.9499999999998,2066,1,1,0,1,0,0,0,0,1,1,0
0.7955187,High,0,21,1,0,82.35,1852.85,3.7431818181818177,7.525019836703854,1729.35,0,0,0,1,2,0,0,0,0,0,0,1
0.54994375,Medium,1,48,0,1,34.7,1604.5,0.7081632653061225,7.381190513529568,1665.6000000000001,0,0,0,0,1,0,0,0,0,1,0,0
0.004172905,Low,2,71,0,1,59.7,4122.65,0.8291666666666667,8.324493972476102,4238.7,4122.65,1,1,0,1,1,1,1,0,1,1,0
0.019888004,Low,2,13,1,0,88.95,1161.75,6.353571428571429,7.058543168104206,1156.3500000000001,1161.75,1,1,0,1,1,1,1,0,0,1,0
0.25175986,Low,0,4,0,0,20.15,84.5,4.029999999999999,4.448516375942715,80.6,0,0,0,0,0,0,0,0,0,0,0,0
0.21313058,Low,2,70,0,1,111.95,7795.95,1.5767605633802817,8.961487910566197,7836.5,7795.95,1,1,1,2,1,1,1,0,0,0,0
0.43061084,Medium,1,42,0,1,73.9,3160.55,1.7186046511627908,8.058817692651166,3103.8,3160.55,1,1,0,1,1,0,1,0,0,0,0
0.25909916,Low,0,2,0,0,20.7,39.85,6.8999999999999995,3.709906821306012,41.4,0,0,1,1,0,0,0,0,0,0,0,0
0.013918567,Low,2,13,1,0,20.4,261.3,1.457142857142857,5.569488886872828,265.2,0,0,0,1,0,0,0,0,0,0,0,0
0.4246735,Medium,0,6,0,0,45.5,285.2,6.5,5.656690867,273,0,0,0,0,1,0,0,0,0,1,1,0
0.9280114,High,0,1,0,0,71.1,71.1,35.55,4.278054044290903,71.1,0,0,0,0,2,0,0,0,0,0,0,0
0.106040254,Low,0,29,0,1,19.85,573.05,0.6616666666666667,6.352716500539821,575.6500000000001,0,0,0,0,0,0,0,0,0,1,0,0
0.08758055,Low,0,59,0,1,51.7,3005.8,0.8616666666666667,8.008631669303314,3050.3,3005.8,1,0,1,1,1,1,1,0,0,0,1
0.05143791,Low,2,65,0,1,45.25,2933.95,0.6856060606060606,7.984445696341958,2941.25,2933.95,1,0,0,1,1,1,0,0,0,1,0
0.003979196,Low,2,71,0,1,90.4,6668.05,1.2555555555555555,8.8052327,6418.400000000001,6668.05,1,0,0,1,1,1,1,0,1,1,1
0.64713436,Medium,0,51,0,1,83.4,4149.45,1.603846153846154,8.330972041081171,4253.400000000001,0,0,1,0,2,0,0,1,0,0,0,1
0.023217505,Low,2,18,1,0,20.1,370.5,1.0578947368421054,5.917548864157814,361.8,0,0,0,0,0,0,0,0,0,1,0,0
0.79349977,High,0,16,1,0,38.9,664.4,2.288235294117647,6.500388363584376,622.4,664.4,1,0,1,1,0,1,0,0,0,0,0
0.035383783,Low,2,34,0,1,116.15,3946.9,3.318571428571429,8.280939070951932,3949.1000000000004,3946.9,1,1,1,2,1,1,1,0,0,1,0
0.3836478,Medium,0,17,1,0,80.05,1345.65,4.447222222222222,7.2053753059728765,1360.85,0,0,1,0,2,0,0,0,0,0,0,0
0.083570614,Low,1,31,0,1,59.95,1848.8,1.8734375,7.522832804,1858.45,1848.8,1,0,0,1,1,1,1,0,1,1,1
0.29060403,Low,1,28,0,1,92.2,2568.15,3.179310344827586,7.851330384,2581.6,0,0,1,0,2,0,1,1,0,1,1,1
0.19106129,Low,0,53,0,1,92.55,4779.45,1.7138888888888888,8.472289963313811,4905.15,4779.45,1,0,1,2,1,1,0,0,1,1,1
0.10851701,Low,1,60,0,1,64.75,4039.5,1.0614754098360655,8.304123725673502,3885,4039.5,1,0,0,1,1,0,0,0,0,0,0
0.40847817,Medium,1,23,1,0,48.35,1067.15,2.0145833333333334,6.973683459096243,1112.05,0,0,1,1,1,0,0,0,0,1,1,1
0.4722246,Medium,1,69,0,1,107.2,7317.1,1.5314285714285714,8.898106010421563,7396.8,7317.1,1,1,1,2,1,0,1,0,1,0,1
0.02814801,Low,2,25,0,1,20.75,499.4,0.7980769230769231,6.215407778592756,518.75,0,0,0,1,0,0,0,0,0,0,0,1
0.59232163,Medium,0,49,0,1,98.7,4920.55,1.974,8.501378800521875,4836.3,0,0,0,0,2,0,1,1,0,0,0,1
0.85302734,High,0,55,0,1,98.8,5617.75,1.7642857142857142,8.633864498,5434,5617.75,1,0,1,2,0,1,1,1,0,0,1
0.7829769,High,0,16,1,0,85.35,1375.15,5.020588235294118,7.227045024,1365.6,0,0,1,1,2,0,0,1,1,1,0,0
0.41782767,Medium,1,62,0,1,94,5757.2,1.492063492063492,8.658380204851637,5828,0,0,1,1,2,0,1,1,0,0,0,0
0.3953361,Medium,0,58,0,1,93.4,5435.6,1.5830508474576273,8.600909144,5417.200000000001,5435.6,1,1,1,2,0,0,1,0,1,1,0
0.007424,Low,2,69,0,1,19.4,1346.2,0.27714285714285714,7.205783643488062,1338.6,0,0,0,0,0,0,0,0,0,1,1,0
0.95426124,High,0,1,0,0,76.2,76.2,38.1,4.3463994570307305,76.2,0,0,0,0,2,0,0,0,0,1,0,1
0.17948994,Low,0,27,0,1,56.15,1439.35,2.0053571428571426,7.272641418592386,1516.05,1439.35,1,0,1,1,1,0,0,0,0,0,0
0.020280255,Low,2,49,0,1,81.35,4060.9,1.6269999999999998,8.309406123422718,3986.1499999999996,4060.9,1,1,0,1,1,0,1,1,0,0,1
0.963255,High,0,1,0,0,85.45,85.45,42.725,4.459566212,85.45,0,0,0,1,2,0,1,0,0,0,0,0
0.014954093,Low,1,65,0,1,24.8,1600.95,0.3757575757575758,7.378976916154964,1612,0,0,1,0,0,0,0,0,0,0,0,1
0.8291454,High,0,39,0,1,103.45,3994.45,2.58625,8.292911492657877,4034.55,0,0,0,1,2,0,1,1,0,0,0,0
0.2331699,Low,0,43,0,1,86.1,3551.65,1.9568181818181818,8.175449082865923,3702.2999999999997,3551.65,1,1,1,2,0,0,0,0,1,0,1
0.6599925,Medium,0,20,1,0,24.45,482.8,1.1642857142857141,6.181671598175927,489,0,0,0,1,1,0,0,0,0,1,0,0
0.54739195,Medium,0,12,0,0,85.05,999.8,6.542307692307692,6.908554959152701,1020.5999999999999,0,0,1,1,2,0,0,1,0,1,0,1
0.09629893,Low,0,6,0,0,19.65,100.9,2.807142857142857,4.623991940228679,117.89999999999999,0,0,0,0,0,0,0,0,0,0,1,1
0.006101066,Low,2,68,0,1,25.5,1821.8,0.3695652173913043,7.508129059389727,1734,0,0,1,0,0,0,0,0,0,0,0,0
0.12196514,Low,1,47,0,1,66.05,3021.45,1.3760416666666666,8.01382304,3104.35,3021.45,1,1,1,1,0,1,0,0,1,0,0
0.06998955,Low,2,62,0,1,115.55,7159.05,1.834126984126984,8.876272243170533,7164.099999999999,7159.05,1,1,0,2,1,1,1,0,1,1,1
0.4416693,Medium,0,56,0,1,98.7,5669.5,1.731578947368421,8.643032576255385,5527.2,5669.5,1,0,1,2,1,1,1,0,1,0,0
0.05110929,Low,1,17,1,0,19.35,307,1.0750000000000002,5.730099782973574,328.95000000000005,0,0,0,0,0,0,0,0,0,1,0,0
0.5581094,Medium,0,35,0,1,80.05,2835.9,2.223611111111111,7.950467185685669,2801.75,2835.9,1,1,0,2,1,0,0,0,0,0,0
0.92632955,High,0,2,0,0,79.2,172.85,26.400000000000002,5.158192858,158.4,0,0,0,0,2,0,0,0,1,1,0,0
0.91540754,High,0,1,0,0,35,35,17.5,3.583518938,35,0,0,0,0,1,0,0,1,0,1,0,0
0.49707466,Medium,1,48,0,1,103.25,5037.55,2.107142857142857,8.524873621259589,4956,5037.55,1,1,1,2,0,1,1,0,1,1,0
0.6242182,Medium,0,45,0,1,89.3,4192.15,1.941304347826087,8.341207520439788,4018.5,0,0,1,1,2,0,0,1,0,0,0,0
0.02587193,Low,2,70,0,1,90.15,6237.05,1.269718309859155,8.738422912525174,6310.5,6237.05,1,1,1,1,1,1,1,0,1,1,1
0.7837249,High,0,31,0,1,78.45,2435.15,2.4515625,7.798174203288721,2431.9500000000003,2435.15,1,0,1,2,1,0,0,0,0,0,1
0.039393075,Low,2,59,0,1,25,1510.5,0.4166666666666667,7.320857814219512,1475,0,0,0,0,0,0,0,0,0,0,0,1
0.17056835,Low,1,47,0,1,84.95,4018.05,1.7697916666666667,8.298800835277511,3992.65,0,0,1,1,2,0,1,0,1,1,1,1
0.004002939,Low,2,32,0,1,18.95,613.95,0.5742424242424242,6.421540964,606.4,0,0,0,0,0,0,0,0,0,1,1,1
0.14681785,Low,1,38,0,1,70.6,2708.2,1.81025641,7.904408667340748,2682.7999999999997,2708.2,1,0,0,1,1,1,0,0,0,0,1
0.475403,Medium,0,59,0,1,83.25,4949.1,1.3875,8.507163057,4911.75,0,0,0,1,2,0,0,0,0,0,0,0
0.30281124,Low,1,27,0,1,100.5,2673.45,3.5892857142857144,7.891499030713357,2713.5,0,0,1,1,2,0,1,1,0,0,0,1
0.3636853,Medium,1,58,0,1,94.3,5610.15,1.5983050847457627,8.632510968596284,5469.4,0,0,0,1,2,0,0,1,0,1,0,0
0.020587584,Low,2,71,0,1,111.3,7985.9,1.5458333333333334,8.985557978493448,7902.3,7985.9,1,0,0,2,1,1,1,0,0,0,0
0.7373839,High,0,27,0,1,86.45,2401.05,3.0875,7.7840778184099575,2334.15,0,0,1,1,2,0,0,0,1,0,0,0
0.30412737,Low,1,65,0,1,103.15,6792.45,1.562878787878788,8.823714191660846,6704.75,0,0,1,1,2,0,1,1,1,1,0,1
0.07806945,Low,1,48,0,1,70.95,3629.2,1.4479591836734695,8.197043022159876,3405.6000000000004,3629.2,1,1,1,1,1,0,1,0,0,0,1
0.8023101,High,0,28,0,1,80.6,2244.95,2.779310344827586,7.716883873251837,2256.7999999999997,0,0,0,1,2,0,0,1,0,0,0,0
0.2617929,Low,0,19,1,0,24.7,465.85,1.2349999999999999,6.146008006929935,469.3,0,0,1,0,0,0,0,0,0,0,0,0
0.012507698,Low,2,58,0,1,75.8,4415.75,1.2847457627118644,8.39315941,4396.4,4415.75,1,0,0,1,1,1,0,0,1,1,0
0.38560584,Medium,1,53,0,1,100.3,5200.8,1.8574074074074074,8.556759998518253,5315.9,0,0,0,1,2,0,1,1,0,0,0,0
0.7445888,High,0,40,0,1,94.55,3640.45,2.306097561,8.200137232958184,3782,0,0,1,1,2,0,1,1,1,1,1,0
0.56553805,Medium,0,1,0,0,19.25,19.25,9.625,3.0081547935525483,19.25,0,0,0,0,0,0,0,0,0,0,1,1
0.76202816,High,0,40,0,1,104.5,4036.85,2.548780487804878,8.303467651080286,4180,0,0,1,1,2,0,1,1,0,0,0,1
0.021891061,Low,2,61,0,1,25.45,1538.6,0.4104838709677419,7.339277921409591,1552.45,0,0,1,0,0,0,0,0,0,1,0,1
0.7632809,High,1,66,0,1,110.85,7491.75,1.6544776119402984,8.921691165334195,7316.099999999999,7491.75,1,0,1,2,1,1,1,1,1,0,1
0.051146556,Low,1,40,0,1,40.25,1564.05,0.9817073170731707,7.355673051345688,1610,1564.05,1,0,0,1,1,0,0,0,0,1,1
0.8778424,High,0,15,1,0,99.7,1566.75,6.23125,7.357396749,1495.5,1566.75,1,0,1,2,0,1,1,0,0,0,1
0.003911885,Low,2,68,0,1,25.75,1686.15,0.37318840579710144,7.430795993827386,1751,0,0,0,0,0,0,0,0,0,1,1,1
0.7958078,High,0,12,0,0,80.45,950.2,6.188461538461539,6.857724345376572,965.4000000000001,0,0,0,1,2,0,0,1,1,1,0,1
0.2612954,Low,0,1,0,0,19.4,19.4,9.7,3.0155349008501706,19.4,0,0,1,0,0,0,0,0,0,0,0,0
0.026369317,Low,2,8,0,0,19.5,162.15,2.1666666666666665,5.094670023039329,156,0,0,0,0,0,0,0,0,0,1,1,0
0.5618465,Medium,0,40,0,1,74.8,2971.7,1.8243902439024389,7.997225909732963,2992,0,0,1,0,2,0,0,0,0,0,0,0
0.023278616,Low,2,72,0,1,102.65,7550.3,1.406164383561644,8.929475012851324,7390.8,7550.3,1,1,1,2,0,0,1,1,1,0,1
0.6660898,High,0,9,0,0,72.9,651.4,7.290000000000001,6.4806578707468585,656.1,651.4,1,0,1,1,1,1,1,0,0,1,0
0.30633658,Low,0,15,1,0,58.95,955.15,3.684375,6.862914804508983,884.25,955.15,1,0,0,1,1,0,0,0,0,0,0
0.6184676,Medium,0,1,0,0,19.45,19.45,9.725,3.017982882488811,19.45,0,0,0,0,0,0,0,0,0,0,0,1
0.87207973,High,0,33,0,1,83.35,2757.85,2.451470588235294,7.922569205214853,2750.5499999999997,0,0,0,1,2,0,0,1,0,0,0,0
0.007618423,Low,2,38,0,1,19.95,756.4,0.5115384615384615,6.629891515467694,758.1,0,0,0,1,0,0,0,0,0,1,1,0
0.09434983,Low,2,55,0,1,64.75,3617.1,1.15625,8.193704305153153,3561.25,0,0,0,1,1,0,0,1,0,0,0,0
0.11891802,Low,2,65,0,1,79.4,5071.9,1.2030303030303031,8.531667925170549,5161,5071.9,1,1,1,1,1,1,1,0,1,1,0
0.32056278,Low,0,4,0,0,54.7,235.05,10.940000000000001,5.4640436469922955,218.8,235.05,1,0,0,1,0,0,0,0,1,0,0
0.24360766,Low,1,43,0,1,106,4532.3,2.409090909090909,8.419205430087825,4558,4532.3,1,1,1,2,1,1,1,0,0,1,0
0.4298622,Medium,0,18,1,0,35.2,607.3,1.8526315789473686,6.410668181,633.6,607.3,1,0,1,1,1,0,0,0,0,0,0
0.9781913,High,0,1,0,0,93.55,93.55,46.775,4.549128795104466,93.55,0,0,0,1,2,0,1,1,1,0,0,1
0.15406047,Low,0,1,0,0,18.9,18.9,9.45,2.990719731730447,18.9,0,0,0,0,0,0,0,0,0,0,0,1
0.78927046,High,0,3,0,0,70.3,208.85,17.575,5.346392989779599,210.89999999999998,0,0,0,1,2,0,0,0,0,1,0,1
0.007475506,Low,2,41,0,1,20.65,875.55,0.49166666666666664,6.775993747799883,846.65,0,0,1,0,0,0,0,0,0,1,0,0
0.8755269,High,0,16,1,0,88.45,1422.1,5.202941176470588,7.2605928696896145,1415.2,0,0,0,1,2,0,0,1,0,0,0,0
0.8682197,High,0,5,0,0,80.2,384.25,13.366666666666667,5.9538924742002255,401,0,0,0,0,2,0,1,0,0,0,0,0
0.48866472,Medium,0,56,0,1,105.35,5794.45,1.8482456140350876,8.664828405908269,5899.599999999999,5794.45,1,0,1,2,1,1,1,0,0,0,1
0.15477914,Low,0,28,0,1,25.7,734.6,0.8862068965517241,6.6006864927301665,719.6,0,0,0,0,0,0,0,0,1,1,0,0
0.039342772,Low,2,54,0,1,20.05,1102.4,0.36454545454545456,7.006151601,1082.7,0,0,1,0,0,0,0,0,0,1,0,0
0.6416615,Medium,0,1,0,0,19.5,19.5,9.75,3.0204248861443626,19.5,0,0,0,1,0,0,0,0,0,0,0,1
0.7539545,High,1,42,0,1,108.3,4586.15,2.5186046511627906,8.431014195,4548.599999999999,4586.15,1,0,1,2,1,1,1,0,1,0,1
0.1706839,Low,2,66,0,1,105.65,6844.5,1.576865671641791,8.831346781,6972.900000000001,6844.5,1,1,1,2,1,1,1,0,0,0,1
0.92457664,High,0,8,0,0,84,613.4,9.333333333333334,6.420646181833463,672,0,0,0,1,2,0,0,1,1,1,0,0
0.22264118,Low,0,14,1,0,25.55,372.45,1.7033333333333334,5.922784126803076,357.7,0,0,0,0,0,0,0,0,0,1,1,0
0.60407376,Medium,0,43,0,1,49.05,2076.2,1.1147727272727272,7.638776111970164,2109.15,0,0,1,1,1,0,1,1,0,0,0,0
0.054683443,Low,2,70,0,1,49.85,3370.2,0.7021126760563381,8.123024043049924,3489.5,3370.2,1,1,1,1,1,0,1,0,1,0,0
0.16547112,Low,0,31,0,1,89.3,2823,2.790625,7.945909598613133,2768.2999999999997,2823,1,0,0,2,1,0,0,0,1,1,1
0.011498058,Low,2,72,0,1,111.9,8071.05,1.5328767123287672,8.996162756265996,8056.8,8071.05,1,1,1,2,1,1,1,0,1,0,1
0.020844594,Low,2,34,0,1,67.65,2339.3,1.932857142857143,7.758034405262377,2300.1000000000004,2339.3,1,1,0,1,1,1,0,0,0,1,0
